X Y 
0.15000 0.07585 
0.35000 0.07585 
0.55000 0.15171 
0.75000 0.15171 
0.95000 0.15171 
1.15000 0.30341 
1.35000 0.22756 
1.55000 0.37927 
1.75000 0.53097 
1.95000 0.60683 
2.15000 0.68268 
2.35000 2.12390 
2.55000 3.64097 
2.75000 38.91285 
2.95000 1.74463 
3.15000 0.83439 
3.35000 0.60683 
3.55000 0.45512 
3.75000 0.30341 
3.95000 0.30341 
4.15000 0.22756 
4.35000 0.07585 
4.55000 0.15171 
4.75000 0.07585 
4.95000 0.15171 
