X Y 
0.20000 -700.00000 
0.65000 -50.00000 
1.05000 300.00000 
1.45000 150.00000 
1.85000 -1550.00000 
2.25000 -750.00000 
2.65000 50.00000 
3.05000 100.00000 
3.45000 -100.00000 
3.85000 -100.00000 
4.25000 50.00000 
4.65000 50.00000 
5.05000 0.00000 
5.45000 0.00000 
5.85000 0.00000 
6.25000 0.00000 
6.65000 0.00000 
7.02500 -nan 
7.35000 0.00000 
7.75000 0.00000 
8.15000 0.00000 
8.55000 0.00000 
