X Y 
0.25000 1.66551 
0.65000 2.08189 
1.05000 3.74741 
1.45000 9.99308 
1.85000 -4.16378 
2.25000 -0.83276 
2.65000 0.41638 
3.05000 0.83276 
3.45000 1.66551 
3.85000 -12.90773 
4.25000 -2.08189 
4.65000 0.00000 
5.05000 -0.83276 
5.45000 0.00000 
5.85000 -0.00000 
6.25000 0.41638 
6.65000 -0.00000 
