Labels	ph02emmissions_360_370	
Type	Emission Scan	
Comment		
Start	370.00	
Stop	550.00	
Step	1.00	
Fixed/Offset	360.00	
Xaxis	Wavelength	
Yaxis	Counts	
Scan Corr. by File	True	
Corr. by Ref. Det.	True	
Fixed/Offset Corr. by File	False	
Repeats	1	
Dwell Time	1.00	
Lamp	Xe	
Temp	0.00	
Scan Polariser	None	
Scan Slit	1.4995313	
Fixed/Offset Polariser	None	
Fixed/Offset Slit	1.4995313	
Detector	CB Det1	

370.00	2.56997070E+2	
371.00	2.41218201E+2	
372.00	2.24154297E+2	
373.00	2.06389618E+2	
374.00	1.91522186E+2	
375.00	1.95883698E+2	
376.00	1.75816284E+2	
377.00	1.71389816E+2	
378.00	1.80343964E+2	
379.00	1.69390579E+2	
380.00	1.65943817E+2	
381.00	1.89400299E+2	
382.00	2.06465698E+2	
383.00	2.10431274E+2	
384.00	2.02754227E+2	
385.00	1.98308746E+2	
386.00	1.92255081E+2	
387.00	1.76180328E+2	
388.00	1.89291534E+2	
389.00	1.98539139E+2	
390.00	2.12335007E+2	
391.00	2.05235229E+2	
392.00	1.91928360E+2	
393.00	1.83454224E+2	
394.00	1.85695724E+2	
395.00	1.70345047E+2	
396.00	1.67625626E+2	
397.00	1.77818832E+2	
398.00	1.64383942E+2	
399.00	1.74473389E+2	
400.00	1.81840302E+2	
401.00	1.77712921E+2	
402.00	2.10109375E+2	
403.00	2.56942413E+2	
404.00	3.79051514E+2	
405.00	5.93022522E+2	
406.00	9.57753723E+2	
407.00	1.31745105E+3	
408.00	1.70706348E+3	
409.00	2.01605054E+3	
410.00	2.25325879E+3	
411.00	2.26392358E+3	
412.00	2.12175708E+3	
413.00	1.77508850E+3	
414.00	1.28705078E+3	
415.00	8.42181335E+2	
416.00	4.90395264E+2	
417.00	3.34039795E+2	
418.00	2.13858734E+2	
419.00	1.86304306E+2	
420.00	1.77969086E+2	
421.00	1.74908646E+2	
422.00	1.77120911E+2	
423.00	1.55726395E+2	
424.00	1.46898087E+2	
425.00	1.43542130E+2	
426.00	1.38212250E+2	
427.00	1.37052856E+2	
428.00	1.42415329E+2	
429.00	1.11630806E+2	
430.00	1.16149788E+2	
431.00	1.19194618E+2	
432.00	1.20810661E+2	
433.00	1.17744110E+2	
434.00	1.14745461E+2	
435.00	1.19795494E+2	
436.00	1.11801132E+2	
437.00	1.22982750E+2	
438.00	1.04959129E+2	
439.00	1.08756691E+2	
440.00	1.06238297E+2	
441.00	1.05673279E+2	
442.00	9.21924210E+1	
443.00	9.87119980E+1	
444.00	1.03184799E+2	
445.00	9.11800156E+1	
446.00	9.16356049E+1	
447.00	9.22387543E+1	
448.00	8.72047653E+1	
449.00	1.00702499E+2	
450.00	9.50733795E+1	
451.00	9.03738022E+1	
452.00	8.38600159E+1	
453.00	8.18859177E+1	
454.00	8.27227020E+1	
455.00	8.31929703E+1	
456.00	8.43478775E+1	
457.00	9.17732010E+1	
458.00	8.48467712E+1	
459.00	8.63113403E+1	
460.00	8.86432800E+1	
461.00	7.41055450E+1	
462.00	7.15828934E+1	
463.00	7.86031799E+1	
464.00	6.90567398E+1	
465.00	7.37358780E+1	
466.00	6.78802948E+1	
467.00	7.41775208E+1	
468.00	7.36917419E+1	
469.00	7.00514450E+1	
470.00	8.07102814E+1	
471.00	7.42012787E+1	
472.00	6.60587845E+1	
473.00	7.06908340E+1	
474.00	6.33080940E+1	
475.00	6.26543732E+1	
476.00	7.85757446E+1	
477.00	6.82598572E+1	
478.00	7.05261002E+1	
479.00	6.66636581E+1	
480.00	5.07786522E+1	
481.00	6.70608978E+1	
482.00	7.59864883E+1	
483.00	5.62834206E+1	
484.00	5.50452271E+1	
485.00	5.51124420E+1	
486.00	5.54836922E+1	
487.00	5.52891655E+1	
488.00	5.59862556E+1	
489.00	5.37318344E+1	
490.00	5.23609123E+1	
491.00	5.69794540E+1	
492.00	5.41930084E+1	
493.00	5.40842171E+1	
494.00	4.50005150E+1	
495.00	5.30504189E+1	
496.00	4.54462624E+1	
497.00	5.44997597E+1	
498.00	4.35024033E+1	
499.00	5.17518768E+1	
500.00	4.86059227E+1	
501.00	4.88652420E+1	
502.00	3.82161331E+1	
503.00	4.06772766E+1	
504.00	4.65758934E+1	
505.00	4.78183937E+1	
506.00	4.23454971E+1	
507.00	3.78004303E+1	
508.00	4.80990410E+1	
509.00	3.92825356E+1	
510.00	4.57815437E+1	
511.00	4.74345703E+1	
512.00	3.03639050E+1	
513.00	4.16101761E+1	
514.00	3.78494644E+1	
515.00	3.26388741E+1	
516.00	2.97781448E+1	
517.00	3.65326233E+1	
518.00	2.98188248E+1	
519.00	2.58224773E+1	
520.00	3.40769157E+1	
521.00	3.57207489E+1	
522.00	3.31026306E+1	
523.00	2.72403316E+1	
524.00	3.17426910E+1	
525.00	3.62977219E+1	
526.00	3.32380371E+1	
527.00	2.87020435E+1	
528.00	2.14951725E+1	
529.00	2.05236740E+1	
530.00	3.26670685E+1	
531.00	3.58784370E+1	
532.00	3.04278564E+1	
533.00	2.37570133E+1	
534.00	2.77616005E+1	
535.00	2.59928246E+1	
536.00	2.85179291E+1	
537.00	2.12624474E+1	
538.00	3.33083305E+1	
539.00	2.95429974E+1	
540.00	2.53146553E+1	
541.00	3.23874512E+1	
542.00	2.07940674E+1	
543.00	2.71034203E+1	
544.00	2.44027901E+1	
545.00	2.16628723E+1	
546.00	2.22395878E+1	
547.00	2.74792881E+1	
548.00	1.44813452E+1	
549.00	2.48882027E+1	
550.00	2.07282047E+1	
