Labels	ph08emmissions_360_370	
Type	Emission Scan	
Comment		
Start	370.00	
Stop	550.00	
Step	1.00	
Fixed/Offset	360.00	
Xaxis	Wavelength	
Yaxis	Counts	
Scan Corr. by File	True	
Corr. by Ref. Det.	True	
Fixed/Offset Corr. by File	False	
Repeats	1	
Dwell Time	1.00	
Lamp	Xe	
Temp	0.00	
Scan Polariser	None	
Scan Slit	1.4995313	
Fixed/Offset Polariser	None	
Fixed/Offset Slit	1.4995313	
Detector	CB Det1	

370.00	8.67050293E+2	
371.00	9.30036926E+2	
372.00	1.03545569E+3	
373.00	1.09035889E+3	
374.00	1.25123633E+3	
375.00	1.38880505E+3	
376.00	1.54041882E+3	
377.00	1.71316272E+3	
378.00	1.97701270E+3	
379.00	2.07631665E+3	
380.00	2.25970605E+3	
381.00	2.49106787E+3	
382.00	2.73678979E+3	
383.00	3.00800122E+3	
384.00	3.23877930E+3	
385.00	3.49013428E+3	
386.00	3.77310547E+3	
387.00	4.09751855E+3	
388.00	4.35690039E+3	
389.00	4.59123047E+3	
390.00	4.87800635E+3	
391.00	5.13954688E+3	
392.00	5.40952979E+3	
393.00	5.69453809E+3	
394.00	6.06318311E+3	
395.00	6.12154297E+3	
396.00	6.50912842E+3	
397.00	6.69586670E+3	
398.00	6.92215430E+3	
399.00	7.11783691E+3	
400.00	7.42111279E+3	
401.00	7.55473584E+3	
402.00	7.76740283E+3	
403.00	8.01484717E+3	
404.00	8.23482324E+3	
405.00	8.76772070E+3	
406.00	9.30312207E+3	
407.00	9.67863672E+3	
408.00	1.02729795E+4	
409.00	1.05312529E+4	
410.00	1.06865713E+4	
411.00	1.08666318E+4	
412.00	1.07649189E+4	
413.00	1.05264072E+4	
414.00	1.00854189E+4	
415.00	9.63848535E+3	
416.00	9.24119629E+3	
417.00	9.11749707E+3	
418.00	8.95849121E+3	
419.00	8.88394336E+3	
420.00	8.87501660E+3	
421.00	8.79992773E+3	
422.00	8.85640039E+3	
423.00	8.68640137E+3	
424.00	8.58648730E+3	
425.00	8.52371875E+3	
426.00	8.45788965E+3	
427.00	8.36996387E+3	
428.00	8.20519824E+3	
429.00	8.12191602E+3	
430.00	8.00264551E+3	
431.00	7.96366357E+3	
432.00	7.74169629E+3	
433.00	7.71337988E+3	
434.00	7.54160107E+3	
435.00	7.44773145E+3	
436.00	7.29713232E+3	
437.00	7.04230420E+3	
438.00	7.01746143E+3	
439.00	6.92519922E+3	
440.00	6.82748145E+3	
441.00	6.63680225E+3	
442.00	6.46615527E+3	
443.00	6.38173584E+3	
444.00	6.22099561E+3	
445.00	6.09870459E+3	
446.00	5.78103857E+3	
447.00	5.68778516E+3	
448.00	5.59432617E+3	
449.00	5.42111914E+3	
450.00	5.28302002E+3	
451.00	5.19948779E+3	
452.00	5.01027832E+3	
453.00	4.88626172E+3	
454.00	4.77391650E+3	
455.00	4.57540381E+3	
456.00	4.38544043E+3	
457.00	4.32207568E+3	
458.00	4.19577881E+3	
459.00	4.04581128E+3	
460.00	3.94673999E+3	
461.00	3.77722021E+3	
462.00	3.75351245E+3	
463.00	3.59252710E+3	
464.00	3.46740503E+3	
465.00	3.36677246E+3	
466.00	3.34547168E+3	
467.00	3.10520654E+3	
468.00	3.07839355E+3	
469.00	2.94585229E+3	
470.00	2.82964551E+3	
471.00	2.74765967E+3	
472.00	2.70051758E+3	
473.00	2.59733594E+3	
474.00	2.52929028E+3	
475.00	2.36891284E+3	
476.00	2.34633740E+3	
477.00	2.30132715E+3	
478.00	2.18787329E+3	
479.00	2.14199634E+3	
480.00	2.06291895E+3	
481.00	1.92689441E+3	
482.00	1.90152722E+3	
483.00	1.85416919E+3	
484.00	1.83781372E+3	
485.00	1.79693713E+3	
486.00	1.77309656E+3	
487.00	1.62880603E+3	
488.00	1.61853455E+3	
489.00	1.56563074E+3	
490.00	1.52104822E+3	
491.00	1.47692883E+3	
492.00	1.43197119E+3	
493.00	1.34620789E+3	
494.00	1.29085913E+3	
495.00	1.24870288E+3	
496.00	1.18881482E+3	
497.00	1.14266248E+3	
498.00	1.10870898E+3	
499.00	1.04348572E+3	
500.00	1.00009344E+3	
501.00	9.84937805E+2	
502.00	8.83652954E+2	
503.00	8.71257324E+2	
504.00	8.61808350E+2	
505.00	8.22383606E+2	
506.00	7.87290466E+2	
507.00	7.61514648E+2	
508.00	7.19850769E+2	
509.00	7.15879883E+2	
510.00	7.05135620E+2	
511.00	6.47949036E+2	
512.00	6.30314941E+2	
513.00	6.13892822E+2	
514.00	5.70940063E+2	
515.00	5.47003662E+2	
516.00	5.43037842E+2	
517.00	4.99115814E+2	
518.00	4.60088196E+2	
519.00	4.53735779E+2	
520.00	4.47506348E+2	
521.00	4.39424500E+2	
522.00	4.43378082E+2	
523.00	4.35012970E+2	
524.00	4.01065338E+2	
525.00	3.94558899E+2	
526.00	3.73502930E+2	
527.00	3.59084869E+2	
528.00	3.24142670E+2	
529.00	3.16765167E+2	
530.00	2.93548950E+2	
531.00	3.15670135E+2	
532.00	2.88696350E+2	
533.00	2.97886963E+2	
534.00	2.70718811E+2	
535.00	2.53491837E+2	
536.00	2.44582809E+2	
537.00	2.43878860E+2	
538.00	2.39322464E+2	
539.00	2.44142548E+2	
540.00	2.02337402E+2	
541.00	2.16432068E+2	
542.00	1.98358673E+2	
543.00	2.06201172E+2	
544.00	1.82525330E+2	
545.00	1.80972885E+2	
546.00	1.88137573E+2	
547.00	1.74200241E+2	
548.00	1.68866592E+2	
549.00	1.62954681E+2	
550.00	1.63767273E+2	
