2238.9499511719	0.1491253823
2236.0572509766	0.1739465892
2233.1645507813	0.1976800412
2230.2718505859	0.2279426455
2227.3791503906	0.2653139532
2224.4864501953	0.3076288402
2221.5937500000	0.3554928303
2218.7010498047	0.4057761133
2215.3262329102	0.4612711966
2212.4335327148	0.5609127879
2209.5408325195	0.6105418205
2206.1660156250	0.7472979426
2202.7911987305	0.8149836659
2199.8984985352	0.9387444258
2196.5236816406	1.0921453238
2193.1488647461	1.2158203125
2189.7740478516	1.3358576298
2186.3992309570	1.4336311817
2183.0244140625	1.5069631338
2179.6495971680	1.7121628523
2176.2747802734	1.7314103842
2172.4178466797	1.7191665173
2169.0430297852	1.9220753908
2165.6682128906	1.6945496798
2161.8112792969	1.7601122856
2157.9543457031	1.5403467417
2154.5795288086	1.4578949213
2150.7225952148	1.2384741306
2146.8656616211	0.9130359292
