5999.4602050781	0.0980257988
5997.5317382813	0.0980047733
5995.6032714844	0.0979548916
5993.6748046875	0.0978244543
5991.7463378906	0.0978452638
5989.8178710938	0.0981223881
5987.8894042969	0.0981441513
5985.9609375000	0.0978954434
5984.0324707031	0.0977085531
5982.1040039063	0.0974427760
5980.1755371094	0.0973495692
5978.2470703125	0.0976950675
5976.3186035156	0.0979687050
5974.3901367188	0.0979733765
5972.4616699219	0.0980430245
5970.5332031250	0.0981601924
5968.6047363281	0.0980355665
5966.6762695313	0.0977565870
5964.7478027344	0.0976410285
5962.8193359375	0.0976913273
5960.8908691406	0.0978511125
5958.9624023438	0.0980651155
5957.0339355469	0.0979334563
5955.1054687500	0.0973557606
5953.1770019531	0.0971420705
5951.2485351563	0.0977357849
5949.3200683594	0.0981822833
5947.3916015625	0.0980388597
5945.4631347656	0.0980390012
5943.5346679688	0.0981135592
5941.6062011719	0.0977103263
5939.6777343750	0.0971236527
5937.7492675781	0.0969390571
5935.8208007813	0.0970671922
5933.8923339844	0.0969431996
5931.9638671875	0.0965529904
5930.0354003906	0.0964570418
5928.1069335938	0.0968392491
5926.1784667969	0.0972000286
5924.2500000000	0.0972720385
5922.3215332031	0.0971285403
5920.3930664063	0.0966465399
5918.4645996094	0.0962510258
5916.5361328125	0.0962493420
5914.6076660156	0.0961738154
5912.6791992188	0.0961886719
5910.7507324219	0.0965119004
5908.8222656250	0.0966861844
5906.8937988281	0.0966431350
5904.9653320313	0.0965786949
5903.0368652344	0.0963850319
5901.1083984375	0.0959991887
5899.1799316406	0.0959658325
5897.2514648438	0.0966667756
5895.3229980469	0.0972030386
5893.3945312500	0.0968918130
5891.4660644531	0.0963285789
5889.5375976563	0.0959112719
5887.6091308594	0.0956976488
5885.6806640625	0.0959194452
5883.7521972656	0.0963147059
5881.8237304688	0.0964360908
5879.8952636719	0.0964622498
5877.9667968750	0.0968285054
5876.0383300781	0.0971912220
5874.1098632813	0.0968800411
5872.1813964844	0.0963171050
5870.2529296875	0.0961645469
5868.3244628906	0.0962400883
5866.3959960938	0.0962716714
5864.4675292969	0.0961683616
5862.5390625000	0.0959962159
5860.6105957031	0.0961333513
5858.6821289063	0.0965816453
5856.7536621094	0.0967437252
5854.8251953125	0.0963448286
5852.8967285156	0.0956897736
5850.9682617188	0.0952153280
5849.0397949219	0.0950787142
5847.1113281250	0.0952359885
5845.1828613281	0.0957973301
5843.2543945313	0.0963559151
5841.3259277344	0.0961191356
5839.3974609375	0.0954308733
5837.4689941406	0.0952590033
5835.5405273438	0.0953911245
5833.6120605469	0.0950643495
5831.6835937500	0.0946642235
5829.7551269531	0.0949735269
5827.8266601563	0.0959000066
5825.8981933594	0.0965405777
5823.9697265625	0.0961502045
5822.0412597656	0.0953849033
5820.1127929688	0.0950801969
5818.1843261719	0.0949477926
5816.2558593750	0.0948671699
5814.3273925781	0.0950414985
5812.3989257813	0.0952986777
5810.4704589844	0.0956059471
5808.5419921875	0.0959960893
5806.6135253906	0.0961545929
5804.6850585938	0.0959578305
5802.7565917969	0.0956656709
5800.8281250000	0.0954184979
5798.8996582031	0.0949988216
5796.9711914063	0.0942794010
5795.0427246094	0.0938057154
5793.1142578125	0.0939309299
5791.1857910156	0.0940641537
5789.2573242188	0.0938196331
5787.3288574219	0.0933896154
5785.4003906250	0.0930110738
5783.4719238281	0.0929956883
5781.5434570313	0.0933000445
5779.6149902344	0.0936180428
5777.6865234375	0.0939227417
5775.7580566406	0.0939695612
5773.8295898438	0.0937409550
5771.9011230469	0.0937996134
5769.9726562500	0.0940909386
5768.0441894531	0.0942417756
5766.1157226563	0.0944022760
5764.1872558594	0.0946713760
5762.2587890625	0.0947577283
5760.3303222656	0.0944024697
5758.4018554688	0.0940269381
5756.4733886719	0.0941654667
5754.5449218750	0.0943149775
5752.6164550781	0.0939959884
5750.6879882813	0.0938318446
5748.7595214844	0.0941271111
5746.8310546875	0.0943661779
5744.9025878906	0.0943251029
5742.9741210938	0.0941089392
5741.0456542969	0.0938427895
5739.1171875000	0.0936378539
5737.1887207031	0.0933951065
5735.2602539063	0.0931001082
5733.3317871094	0.0928854197
5731.4033203125	0.0927491188
5729.4748535156	0.0928333625
5727.5463867188	0.0931578428
5725.6179199219	0.0932334587
