Labels	ph08emmissions_320_330	
Type	Emission Scan	
Comment		
Start	330.00	
Stop	550.00	
Step	1.00	
Fixed/Offset	320.00	
Xaxis	Wavelength	
Yaxis	Counts	
Scan Corr. by File	True	
Corr. by Ref. Det.	True	
Fixed/Offset Corr. by File	False	
Repeats	1	
Dwell Time	1.00	
Lamp	Xe	
Temp	0.00	
Scan Polariser	None	
Scan Slit	1.4995313	
Fixed/Offset Polariser	None	
Fixed/Offset Slit	1.4995313	
Detector	CB Det1	

330.00	2.37641426E+4	
331.00	3.21351094E+4	
332.00	4.06243398E+4	
333.00	4.86291484E+4	
334.00	5.72979414E+4	
335.00	6.50507188E+4	
336.00	7.25795859E+4	
337.00	7.96243984E+4	
338.00	8.49592422E+4	
339.00	9.00939375E+4	
340.00	9.40247734E+4	
341.00	9.69788906E+4	
342.00	9.98406172E+4	
343.00	1.02583984E+5	
344.00	1.04010695E+5	
345.00	1.06026828E+5	
346.00	1.06878703E+5	
347.00	1.08583773E+5	
348.00	1.10284852E+5	
349.00	1.10610938E+5	
350.00	1.11267211E+5	
351.00	1.11484781E+5	
352.00	1.10672602E+5	
353.00	1.11389453E+5	
354.00	1.11228633E+5	
355.00	1.11583508E+5	
356.00	1.10813164E+5	
357.00	1.09370203E+5	
358.00	1.07214289E+5	
359.00	1.03681164E+5	
360.00	1.01094430E+5	
361.00	9.75049766E+4	
362.00	9.39318906E+4	
363.00	9.13068281E+4	
364.00	8.83894219E+4	
365.00	8.61480547E+4	
366.00	8.36226719E+4	
367.00	8.09928828E+4	
368.00	7.86471328E+4	
369.00	7.63939219E+4	
370.00	7.42226641E+4	
371.00	7.25346016E+4	
372.00	7.04175859E+4	
373.00	6.82129063E+4	
374.00	6.65874219E+4	
375.00	6.50168828E+4	
376.00	6.34848516E+4	
377.00	6.19267813E+4	
378.00	6.07376758E+4	
379.00	5.96859492E+4	
380.00	5.87575273E+4	
381.00	5.71061055E+4	
382.00	5.65320938E+4	
383.00	5.58091133E+4	
384.00	5.54489492E+4	
385.00	5.52229336E+4	
386.00	5.45657930E+4	
387.00	5.45259805E+4	
388.00	5.42603125E+4	
389.00	5.45023711E+4	
390.00	5.44271055E+4	
391.00	5.43671133E+4	
392.00	5.47062969E+4	
393.00	5.50086992E+4	
394.00	5.52264102E+4	
395.00	5.56459570E+4	
396.00	5.59633828E+4	
397.00	5.61014180E+4	
398.00	5.68675820E+4	
399.00	5.71000156E+4	
400.00	5.71893398E+4	
401.00	5.76344102E+4	
402.00	5.80127188E+4	
403.00	5.81627344E+4	
404.00	5.86258828E+4	
405.00	5.90182266E+4	
406.00	5.90635703E+4	
407.00	5.89478789E+4	
408.00	5.92935898E+4	
409.00	5.95471875E+4	
410.00	5.83882852E+4	
411.00	5.86681406E+4	
412.00	5.84485742E+4	
413.00	5.82290078E+4	
414.00	5.80626641E+4	
415.00	5.75781836E+4	
416.00	5.74954961E+4	
417.00	5.72489414E+4	
418.00	5.67949453E+4	
419.00	5.62890039E+4	
420.00	5.58971602E+4	
421.00	5.54193398E+4	
422.00	5.49569258E+4	
423.00	5.41027305E+4	
424.00	5.35719961E+4	
425.00	5.31706875E+4	
426.00	5.23873672E+4	
427.00	5.12850313E+4	
428.00	5.04743008E+4	
429.00	4.97795742E+4	
430.00	4.89472383E+4	
431.00	4.79633906E+4	
432.00	4.71340547E+4	
433.00	4.63890117E+4	
434.00	4.58948047E+4	
435.00	4.49367695E+4	
436.00	4.38086055E+4	
437.00	4.32395938E+4	
438.00	4.24724375E+4	
439.00	4.09818906E+4	
440.00	4.03059375E+4	
441.00	3.93383086E+4	
442.00	3.87124453E+4	
443.00	3.77035156E+4	
444.00	3.68344844E+4	
445.00	3.57159727E+4	
446.00	3.49034492E+4	
447.00	3.40781953E+4	
448.00	3.32092148E+4	
449.00	3.22156836E+4	
450.00	3.12599512E+4	
451.00	3.00694004E+4	
452.00	2.95625195E+4	
453.00	2.87102598E+4	
454.00	2.78648496E+4	
455.00	2.70629492E+4	
456.00	2.62729551E+4	
457.00	2.54153398E+4	
458.00	2.46343926E+4	
459.00	2.40665098E+4	
460.00	2.32468301E+4	
461.00	2.25081113E+4	
462.00	2.15913906E+4	
463.00	2.12291484E+4	
464.00	2.03470313E+4	
465.00	1.97109180E+4	
466.00	1.88981641E+4	
467.00	1.83991230E+4	
468.00	1.76943477E+4	
469.00	1.73405566E+4	
470.00	1.67202500E+4	
471.00	1.61897246E+4	
472.00	1.57358018E+4	
473.00	1.50947168E+4	
474.00	1.45416934E+4	
475.00	1.40837041E+4	
476.00	1.35576514E+4	
477.00	1.30635771E+4	
478.00	1.28409609E+4	
479.00	1.22598770E+4	
480.00	1.18123770E+4	
481.00	1.11980723E+4	
482.00	1.09810117E+4	
483.00	1.04320654E+4	
484.00	1.00804902E+4	
485.00	9.86001465E+3	
486.00	9.47246875E+3	
487.00	9.10140820E+3	
488.00	8.73007715E+3	
489.00	8.47524902E+3	
490.00	8.15279248E+3	
491.00	7.84805713E+3	
492.00	7.45080322E+3	
493.00	7.25984912E+3	
494.00	6.98729248E+3	
495.00	6.73724854E+3	
496.00	6.51827881E+3	
497.00	6.26903613E+3	
498.00	5.98124414E+3	
499.00	5.70199463E+3	
500.00	5.55399512E+3	
501.00	5.33326318E+3	
502.00	5.14658887E+3	
503.00	5.03825439E+3	
504.00	4.69057373E+3	
505.00	4.56671191E+3	
506.00	4.30985645E+3	
507.00	4.23469727E+3	
508.00	4.10845752E+3	
509.00	3.85476831E+3	
510.00	3.80967383E+3	
511.00	3.65297266E+3	
512.00	3.40815039E+3	
513.00	3.20061450E+3	
514.00	3.13775464E+3	
515.00	2.92739600E+3	
516.00	2.92916577E+3	
517.00	2.82248706E+3	
518.00	2.69288550E+3	
519.00	2.63324365E+3	
520.00	2.54060254E+3	
521.00	2.40950513E+3	
522.00	2.37617456E+3	
523.00	2.20927173E+3	
524.00	2.12216504E+3	
525.00	2.09132935E+3	
526.00	1.99778101E+3	
527.00	1.88725403E+3	
528.00	1.91816040E+3	
529.00	1.77270703E+3	
530.00	1.72658850E+3	
531.00	1.65917578E+3	
532.00	1.58995850E+3	
533.00	1.53309668E+3	
534.00	1.43738306E+3	
535.00	1.37200513E+3	
536.00	1.31849097E+3	
537.00	1.31317310E+3	
538.00	1.26968445E+3	
539.00	1.19995264E+3	
540.00	1.20956165E+3	
541.00	1.15467456E+3	
542.00	1.10052356E+3	
543.00	1.06121375E+3	
544.00	1.05260181E+3	
545.00	9.54177124E+2	
546.00	9.84550659E+2	
547.00	9.43438965E+2	
548.00	9.03977356E+2	
549.00	8.50400696E+2	
550.00	8.25613281E+2	
