Labels	ph04emmissions_320_330	
Type	Emission Scan	
Comment		
Start	330.00	
Stop	550.00	
Step	1.00	
Fixed/Offset	320.00	
Xaxis	Wavelength	
Yaxis	Counts	
Scan Corr. by File	True	
Corr. by Ref. Det.	True	
Fixed/Offset Corr. by File	False	
Repeats	1	
Dwell Time	1.00	
Lamp	Xe	
Temp	0.00	
Scan Polariser	None	
Scan Slit	1.4995313	
Fixed/Offset Polariser	None	
Fixed/Offset Slit	1.4995313	
Detector	CB Det1	

330.00	2.39848770E+4	
331.00	3.26162969E+4	
332.00	4.00570000E+4	
333.00	4.87290977E+4	
334.00	5.70154492E+4	
335.00	6.45021914E+4	
336.00	7.18858594E+4	
337.00	7.87881406E+4	
338.00	8.47980234E+4	
339.00	9.02689297E+4	
340.00	9.41838125E+4	
341.00	9.71190391E+4	
342.00	9.98036328E+4	
343.00	1.02725758E+5	
344.00	1.04406883E+5	
345.00	1.06105148E+5	
346.00	1.07704289E+5	
347.00	1.08948977E+5	
348.00	1.10264195E+5	
349.00	1.11129344E+5	
350.00	1.11589625E+5	
351.00	1.12065891E+5	
352.00	1.11703484E+5	
353.00	1.11968734E+5	
354.00	1.11610094E+5	
355.00	1.11537625E+5	
356.00	1.11119781E+5	
357.00	1.09754531E+5	
358.00	1.07275508E+5	
359.00	1.04576805E+5	
360.00	1.01014750E+5	
361.00	9.81028594E+4	
362.00	9.45512109E+4	
363.00	9.11230391E+4	
364.00	8.87847656E+4	
365.00	8.64633594E+4	
366.00	8.35050156E+4	
367.00	8.10422656E+4	
368.00	7.87759531E+4	
369.00	7.66964531E+4	
370.00	7.43892969E+4	
371.00	7.19433047E+4	
372.00	7.00186328E+4	
373.00	6.80791406E+4	
374.00	6.57576250E+4	
375.00	6.42653945E+4	
376.00	6.22983125E+4	
377.00	6.07596836E+4	
378.00	5.93761836E+4	
379.00	5.80021445E+4	
380.00	5.62392227E+4	
381.00	5.49560820E+4	
382.00	5.39476328E+4	
383.00	5.31797734E+4	
384.00	5.26264141E+4	
385.00	5.20405664E+4	
386.00	5.10843828E+4	
387.00	5.10712617E+4	
388.00	5.09045781E+4	
389.00	5.01561289E+4	
390.00	4.98160977E+4	
391.00	4.96906875E+4	
392.00	4.96051602E+4	
393.00	5.00087734E+4	
394.00	4.94532969E+4	
395.00	4.96359063E+4	
396.00	5.01845898E+4	
397.00	4.96503633E+4	
398.00	5.02055234E+4	
399.00	5.01065586E+4	
400.00	5.03600781E+4	
401.00	5.08223008E+4	
402.00	5.08070000E+4	
403.00	5.08173750E+4	
404.00	5.06560000E+4	
405.00	5.09631758E+4	
406.00	5.08328242E+4	
407.00	5.10470273E+4	
408.00	5.11756914E+4	
409.00	5.09266055E+4	
410.00	5.00257773E+4	
411.00	5.02640078E+4	
412.00	5.01977188E+4	
413.00	5.00778008E+4	
414.00	4.96555586E+4	
415.00	4.91895742E+4	
416.00	4.92627148E+4	
417.00	4.86480156E+4	
418.00	4.86010352E+4	
419.00	4.83930742E+4	
420.00	4.75454219E+4	
421.00	4.72579609E+4	
422.00	4.63403594E+4	
423.00	4.60665859E+4	
424.00	4.54610703E+4	
425.00	4.51208984E+4	
426.00	4.41063984E+4	
427.00	4.36463711E+4	
428.00	4.28111914E+4	
429.00	4.21921992E+4	
430.00	4.14999180E+4	
431.00	4.09250430E+4	
432.00	4.01435469E+4	
433.00	3.95751055E+4	
434.00	3.88130000E+4	
435.00	3.80630781E+4	
436.00	3.72980156E+4	
437.00	3.64825273E+4	
438.00	3.60260820E+4	
439.00	3.51197813E+4	
440.00	3.43628164E+4	
441.00	3.35102305E+4	
442.00	3.25762734E+4	
443.00	3.17688242E+4	
444.00	3.11470918E+4	
445.00	3.02811816E+4	
446.00	2.95056992E+4	
447.00	2.87343555E+4	
448.00	2.79642480E+4	
449.00	2.72084355E+4	
450.00	2.64084121E+4	
451.00	2.58827656E+4	
452.00	2.50612578E+4	
453.00	2.42457363E+4	
454.00	2.35761055E+4	
455.00	2.30122520E+4	
456.00	2.22334766E+4	
457.00	2.16270371E+4	
458.00	2.07323613E+4	
459.00	2.03384219E+4	
460.00	1.94962637E+4	
461.00	1.88971309E+4	
462.00	1.83935586E+4	
463.00	1.76476563E+4	
464.00	1.73072012E+4	
465.00	1.65324863E+4	
466.00	1.61165801E+4	
467.00	1.55872813E+4	
468.00	1.51820234E+4	
469.00	1.45025322E+4	
470.00	1.41110498E+4	
471.00	1.38299102E+4	
472.00	1.31411963E+4	
473.00	1.26463574E+4	
474.00	1.23982793E+4	
475.00	1.17659287E+4	
476.00	1.15791709E+4	
477.00	1.12626689E+4	
478.00	1.07305449E+4	
479.00	1.04059707E+4	
480.00	9.94061523E+3	
481.00	9.55544629E+3	
482.00	9.23106738E+3	
483.00	8.94853809E+3	
484.00	8.55185352E+3	
485.00	8.20891406E+3	
486.00	8.08330615E+3	
487.00	7.64887646E+3	
488.00	7.35721875E+3	
489.00	7.04570703E+3	
490.00	6.98284814E+3	
491.00	6.57231641E+3	
492.00	6.38832715E+3	
493.00	6.15948633E+3	
494.00	5.90362891E+3	
495.00	5.76182031E+3	
496.00	5.48988965E+3	
497.00	5.27851172E+3	
498.00	5.07107959E+3	
499.00	4.84675586E+3	
500.00	4.72629102E+3	
501.00	4.51709521E+3	
502.00	4.37458350E+3	
503.00	4.12688232E+3	
504.00	3.96746582E+3	
505.00	3.87227026E+3	
506.00	3.70257886E+3	
507.00	3.50567725E+3	
508.00	3.42879858E+3	
509.00	3.21235938E+3	
510.00	3.17609570E+3	
511.00	2.99731299E+3	
512.00	2.92842505E+3	
513.00	2.83732739E+3	
514.00	2.70420215E+3	
515.00	2.62260181E+3	
516.00	2.49007544E+3	
517.00	2.38469434E+3	
518.00	2.28950146E+3	
519.00	2.16292383E+3	
520.00	2.16690674E+3	
521.00	2.06232178E+3	
522.00	1.98765613E+3	
523.00	1.96361560E+3	
524.00	1.82411926E+3	
525.00	1.78902136E+3	
526.00	1.68006982E+3	
527.00	1.68527576E+3	
528.00	1.61666187E+3	
529.00	1.59470911E+3	
530.00	1.48651953E+3	
531.00	1.38566919E+3	
532.00	1.35963196E+3	
533.00	1.29335242E+3	
534.00	1.27285535E+3	
535.00	1.21631738E+3	
536.00	1.19760876E+3	
537.00	1.16368201E+3	
538.00	1.10641345E+3	
539.00	1.07155994E+3	
540.00	1.01952728E+3	
541.00	9.76135132E+2	
542.00	9.51538086E+2	
543.00	9.71271790E+2	
544.00	8.48464600E+2	
545.00	8.08990173E+2	
546.00	7.99353333E+2	
547.00	8.00798706E+2	
548.00	7.36166199E+2	
549.00	7.48657593E+2	
550.00	7.03270447E+2	
