[Min.]	[mV]
0	53.919883728027344
0.0013333333333333333	53.918247222900391
0.0026666666666666666	53.91839599609375
0.0040000000000000001	53.917652130126953
0.0053333333333333332	53.914974212646484
0.0066666666666666671	53.909469604492188
0.0080000000000000002	53.901287078857422
0.0093333333333333341	53.896080017089844
0.010666666666666666	53.903072357177734
0.012	53.92449951171875
0.013333333333333334	53.9364013671875
0.014666666666666666	53.943691253662109
0.016	53.953956604003906
0.017333333333333333	53.958717346191406
0.018666666666666668	53.948005676269531
0.02	53.947410583496094
0.021333333333333333	53.961399078369141
0.022666666666666668	53.976573944091797
0.024	53.984607696533203
0.025333333333333333	53.986244201660156
0.026666666666666668	53.992195129394531
0.028000000000000001	53.995319366455078
0.029333333333333333	53.992641448974609
0.030666666666666665	53.986690521240234
0.032000000000000001	53.983268737792969
0.033333333333333333	53.982673645019531
0.034666666666666665	53.981037139892578
0.035999999999999997	53.978061676025391
0.037333333333333336	53.976722717285156
0.038666666666666669	53.980144500732422
0.040000000000000001	53.982524871826172
0.041333333333333333	53.985797882080078
0.042666666666666665	53.984607696533203
0.043999999999999997	53.982524871826172
0.045333333333333337	53.984310150146484
0.046666666666666669	53.970474243164063
0.048000000000000001	53.966754913330078
0.049333333333333333	53.965118408203125
0.050666666666666665	53.962589263916016
0.051999999999999998	53.962291717529297
0.053333333333333337	53.954402923583984
0.054666666666666669	53.953212738037109
0.056000000000000001	53.953956604003906
0.057333333333333333	53.953212738037109
0.058666666666666666	53.950386047363281
0.059999999999999998	53.943988800048828
0.06133333333333333	53.946369171142578
0.062666666666666662	53.955593109130859
0.064000000000000001	53.962440490722656
0.065333333333333327	53.956634521484375
0.066666666666666666	53.941310882568359
0.068000000000000005	53.935806274414063
0.06933333333333333	53.936996459960938
0.070666666666666669	53.939674377441406
0.071999999999999995	53.941608428955078
0.073333333333333334	53.943244934082031
0.074666666666666673	53.942501068115234
0.075999999999999998	53.944732666015625
0.077333333333333337	53.952617645263672
0.078666666666666663	53.960353851318359
0.080000000000000002	53.949790954589844
0.081333333333333327	53.940567016601563
0.082666666666666666	53.942054748535156
0.084000000000000005	53.948005676269531
0.08533333333333333	53.947113037109375
0.08666666666666667	53.948154449462891
0.087999999999999995	53.944435119628906
0.089333333333333334	53.9459228515625
0.090666666666666673	53.954551696777344
0.091999999999999998	53.963333129882813
0.093333333333333338	53.966903686523438
0.094666666666666663	53.969135284423828
0.096000000000000002	53.969135284423828
0.097333333333333327	53.965415954589844
0.098666666666666666	53.960205078125
0.10000000000000001	53.960800170898438
0.10133333333333333	53.958717346191406
0.10266666666666667	53.962738037109375
0.104	53.971218109130859
0.10533333333333333	53.975086212158203
0.10666666666666667	53.976871490478516
0.108	53.974639892578125
0.10933333333333334	53.971664428710938
0.11066666666666666	53.969581604003906
0.112	53.970325469970703
0.11333333333333333	53.980739593505859
0.11466666666666667	53.975830078125
0.11600000000000001	53.976573944091797
0.11733333333333333	53.979995727539062
0.11866666666666667	53.972259521484375
0.12	53.985946655273438
0.12133333333333333	53.997104644775391
0.12266666666666666	53.999191284179688
0.124	53.991748809814453
0.12533333333333332	53.981185913085938
0.12666666666666668	53.987136840820312
0.128	53.9853515625
0.12933333333333333	53.97821044921875
0.13066666666666665	53.977466583251953
0.13200000000000001	53.989665985107422
0.13333333333333333	53.997104644775391
0.13466666666666666	53.999191284179688
0.13600000000000001	54.007522583007813
0.13733333333333334	54.012283325195313
0.13866666666666666	53.998893737792969
0.14000000000000001	53.998149871826172
0.14133333333333334	53.997104644775391
0.14266666666666666	53.992790222167969
0.14399999999999999	53.987285614013672
0.14533333333333334	53.986095428466797
0.14666666666666667	53.989368438720703
0.14799999999999999	53.994426727294922
0.14933333333333335	54.004993438720703
0.15066666666666667	54.015853881835938
0.152	54.017936706542969
0.15333333333333332	54.0247802734375
0.15466666666666667	54.019424438476563
0.156	54.016895294189453
0.15733333333333333	54.018978118896484
0.15866666666666668	54.019275665283203
0.16	54.032367706298828
0.16133333333333333	54.0499267578125
0.16266666666666665	54.057811737060547
0.16400000000000001	54.060043334960938
0.16533333333333333	54.067928314208984
0.16666666666666666	54.069118499755859
0.16800000000000001	54.068820953369141
0.16933333333333334	54.061382293701172
0.17066666666666666	54.056472778320312
0.17199999999999999	54.067928314208984
0.17333333333333334	54.074031829833984
0.17466666666666666	54.087123870849609
0.17599999999999999	54.092926025390625
0.17733333333333334	54.089504241943359
0.17866666666666667	54.089801788330078
0.17999999999999999	54.099769592285156
0.18133333333333335	54.106613159179688
0.18266666666666667	54.111080169677734
0.184	54.110931396484375
0.18533333333333332	54.104084014892578
0.18666666666666668	54.103340148925781
0.188	54.099918365478516
0.18933333333333333	54.097537994384766
0.19066666666666668	54.096199035644531
0.192	54.094413757324219
0.19333333333333333	54.101852416992187
0.19466666666666665	54.111377716064453
0.19600000000000001	54.114948272705078
0.19733333333333333	54.117477416992188
0.19866666666666666	54.126850128173828
0.20000000000000001	54.129230499267578
