Analyst : HPLC2
SampleID : 24
Sample : Koffein1
Sample Injected : 09.11.2016 12:38:32
Range : 1250 mV
Rate : 12,5 per sec.
Bipolar : Yes
Amount : 0
Dilution : 1
ISTD Amount : 0
Inj. Volume : 0
Retention Unit : Seconds
Detector Unit : mV
Data Original : C:\Clarity Lite\Work1\DATA\09_11_2016_24_Koffein1.PRM
Converted : 09.11.2016 12:39:08

[Min.]	[mV]
0	28,027425765991211
0,0013333333333333333	28,025045394897461
0,0026666666666666666	28,025938034057617
0,0040000000000000001	28,023557662963867
0,0053333333333333332	28,024152755737305
0,0066666666666666671	28,025491714477539
0,0080000000000000002	28,026384353637695
0,0093333333333333341	28,028615951538086
0,010666666666666666	28,030996322631836
0,012	28,031591415405273
0,013333333333333334	28,031293869018555
0,014666666666666666	28,032186508178711
0,016	28,033376693725586
0,017333333333333333	28,032930374145508
0,018666666666666668	28,030401229858398
0,02	28,029806137084961
0,021333333333333333	28,030401229858398
0,022666666666666668	28,027276992797852
0,024	28,023706436157227
0,025333333333333333	28,021324157714844
0,026666666666666668	28,020729064941406
0,028000000000000001	28,021026611328125
0,029333333333333333	28,020729064941406
0,030666666666666665	28,021324157714844
0,032000000000000001	28,021621704101563
0,033333333333333333	28,021770477294922
0,034666666666666665	28,022960662841797
0,035999999999999997	28,023706436157227
0,037333333333333336	28,023109436035156
0,038666666666666669	28,024003982543945
0,040000000000000001	28,023557662963867
0,041333333333333333	28,025640487670898
0,042666666666666665	28,024599075317383
0,043999999999999997	28,024599075317383
0,045333333333333337	28,024450302124023
0,046666666666666669	28,026086807250977
0,048000000000000001	28,026830673217773
0,049333333333333333	28,026086807250977
0,050666666666666665	28,022960662841797
0,051999999999999998	28,020133972167969
0,053333333333333337	28,017307281494141
0,054666666666666669	28,014034271240234
0,056000000000000001	28,012100219726562
0,057333333333333333	28,010612487792969
0,058666666666666666	28,010017395019531
0,059999999999999998	28,008529663085938
0,06133333333333333	28,007190704345703
0,062666666666666662	28,006000518798828
0,064000000000000001	28,005851745605469
0,065333333333333327	28,007488250732422
0,066666666666666666	28,010166168212891
0,068000000000000005	28,010910034179688
0,06933333333333333	28,010612487792969
0,070666666666666669	28,006744384765625
0,071999999999999995	28,004362106323242
0,073333333333333334	28,003618240356445
0,074666666666666673	28,00555419921875
0,075999999999999998	28,005851745605469
0,077333333333333337	28,006149291992188
0,078666666666666663	28,007785797119141
0,080000000000000002	28,008083343505859
0,081333333333333327	28,006298065185547
0,082666666666666666	28,004959106445313
0,084000000000000005	28,003915786743164
0,08533333333333333	28,00242805480957
0,08666666666666667	28,000791549682617
0,087999999999999995	28,00004768371582
0,089333333333333334	28,002725601196289
0,090666666666666673	28,001535415649414
0,091999999999999998	28,000642776489258
0,093333333333333338	28,00004768371582
0,094666666666666663	28,00004768371582
0,096000000000000002	28,001089096069336
0,097333333333333327	28,001684188842773
0,098666666666666666	28,001089096069336
0,10000000000000001	28,000642776489258
0,10133333333333333	28,000345230102539
0,10266666666666667	27,999750137329102
0,104	27,998411178588867
0,10533333333333333	27,996030807495117
0,10666666666666667	27,99305534362793
0,108	27,991270065307617
0,10933333333333334	27,989633560180664
0,11066666666666666	27,988443374633789
0,112	27,987848281860352
0,11333333333333333	27,989038467407227
0,11466666666666667	27,987997055053711
0,11600000000000001	27,986209869384766
0,11733333333333333	27,984424591064453
0,11866666666666667	27,983680725097656
0,12	27,982192993164062
0,12133333333333333	27,981300354003906
0,12266666666666666	27,982936859130859
0,124	27,983680725097656
0,12533333333333332	27,984275817871094
0,12666666666666668	27,983829498291016
0,128	27,983531951904297
0,12933333333333333	27,98516845703125
0,13066666666666665	27,981449127197266
0,13200000000000001	27,981597900390625
0,13333333333333333	27,981002807617187
0,13466666666666666	27,979515075683594
0,13600000000000001	27,981151580810547
0,13733333333333334	27,984127044677734
0,13866666666666666	27,983383178710937
0,14000000000000001	27,980705261230469
0,14133333333333334	27,978324890136719
0,14266666666666666	27,976390838623047
0,14399999999999999	27,976539611816406
0,14533333333333334	27,977432250976562
0,14666666666666667	27,977432250976562
0,14799999999999999	27,977134704589844
0,14933333333333335	27,976390838623047
0,15066666666666667	27,974754333496094
0,152	27,972820281982422
0,15333333333333332	27,971481323242188
0,15466666666666667	27,9732666015625
0,156	27,974308013916016
0,15733333333333333	27,972522735595703
0,15866666666666668	27,972969055175781
0,16	27,973712921142578
0,16133333333333333	27,976837158203125
0,16266666666666665	27,979068756103516
0,16400000000000001	27,976539611816406
0,16533333333333333	27,974456787109375
