?
Axis	Energy	Elements=	1001
Axis	Position	Elements=	1
Axis	X	Elements=	1
Axis	Y	Elements=	1

C:\Users\AG Wittstock\Documents\Iza\06_27.01.2017\AgProbe_01\Mono 250µm\Multi Point\Ag3d Scan.VGD


	Position (Pos)\	Pt #002	
	X (X)\µm	22667.7	
	Y (Y)\µm	7958.70	
Binding Energy (E)	
eV		Counts / s
370.900		58.0232	
370.880		36.6813	
370.860		25.3435	
370.840		26.0104	
370.820		34.0136	
370.800		34.6805	
370.780		39.3491	
370.760		46.0184	
370.740		38.0152	
370.720		42.0168	
370.700		31.3459	
370.680		43.3507	
370.660		44.0176	
370.640		38.0152	
370.620		38.0152	
370.600		40.6829	
370.580		36.6813	
370.560		35.3475	
370.540		53.3547	
370.520		24.0096	
370.500		26.6773	
370.480		29.3451	
370.460		30.6789	
370.440		52.0208	
370.420		41.3499	
370.400		30.0120	
370.380		23.3427	
370.360		28.0112	
370.340		16.6733	
370.320		43.3507	
370.300		43.3507	
370.280		61.3579	
370.260		44.6845	
370.240		50.6869	
370.220		45.3515	
370.200		42.6837	
370.180		30.6789	
370.160		53.3547	
370.140		40.0160	
370.120		32.6797	
370.100		12.0048	
370.080		25.3435	
370.060		38.0152	
370.040		56.0224	
370.020		53.3547	
370.000		24.6765	
369.980		30.0120	
369.960		25.3435	
369.940		37.3483	
369.920		40.6829	
369.900		28.6781	
369.880		25.3435	
369.860		37.3483	
369.840		34.0136	
369.820		36.0144	
369.800		74.6965	
369.780		58.6901	
369.760		58.6901	
369.740		44.6845	
369.720		62.0248	
369.700		48.0192	
369.680		26.0104	
369.660		47.3523	
369.640		54.0216	
369.620		62.6917	
369.600		64.0256	
369.580		70.0280	
369.560		41.3499	
369.540		30.6789	
369.520		40.0160	
369.500		28.0112	
369.480		57.3563	
369.460		72.0288	
369.440		66.0264	
369.420		84.7005	
369.400		34.0136	
369.380		31.3459	
369.360		24.0096	
369.340		52.6877	
369.320		54.0216	
369.300		83.3667	
369.280		78.0312	
369.260		65.3595	
369.240		76.6973	
369.220		52.6877	
369.200		59.3571	
369.180		44.0176	
369.160		62.0248	
369.140		89.3691	
369.120		39.3491	
369.100		61.3579	
369.080		66.6933	
369.060		98.0392	
369.040		121.382	
369.020		102.708	
369.000		84.0336	
368.980		64.0256	
368.960		104.042	
368.940		96.0384	
368.920		115.379	
368.900		108.043	
368.880		115.379	
368.860		108.710	
368.840		110.711	
368.820		134.721	
368.800		127.384	
368.780		119.381	
368.760		134.721	
368.740		130.052	
368.720		165.399	
368.700		171.402	
368.680		153.395	
368.660		176.070	
368.640		152.728	
368.620		194.078	
368.600		207.416	
368.580		218.754	
368.560		221.422	
368.540		268.107	
368.520		251.434	
368.500		272.776	
368.480		325.464	
368.460		360.144	
368.440		408.163	
368.420		360.144	
368.400		386.821	
368.380		432.840	
368.360		538.215	
368.340		511.538	
368.320		525.544	
368.300		440.843	
368.280		590.903	
368.260		540.216	
368.240		561.558	
368.220		677.604	
368.200		669.601	
368.180		646.259	
368.160		744.965	
368.140		717.620	
368.120		643.591	
368.100		667.600	
368.080		686.941	
368.060		675.604	
368.040		722.289	
368.020		772.976	
368.000		750.967	
367.980		708.950	
367.960		732.960	
367.940		705.616	
367.920		661.598	
367.900		578.231	
367.880		602.241	
367.860		546.218	
367.840		584.234	
367.820		532.880	
367.800		556.889	
367.780		464.186	
367.760		394.825	
367.740		384.154	
367.720		408.830	
367.700		360.811	
367.680		364.813	
367.660		291.450	
367.640		277.444	
367.620		278.111	
367.600		290.116	
367.580		268.774	
367.560		261.438	
367.540		178.071	
367.520		196.078	
367.500		174.070	
367.480		181.406	
367.460		212.752	
367.440		170.068	
367.420		181.406	
367.400		153.395	
367.380		178.738	
367.360		131.386	
367.340		76.0304	
367.320		118.714	
367.300		114.713	
367.280		100.040	
367.260		101.374	
367.240		102.708	
367.220		81.3659	
367.200		128.718	
367.180		68.0272	
367.160		46.6853	
367.140		61.3579	
367.120		64.6925	
367.100		46.0184	
367.080		66.0264	
367.060		50.6869	
367.040		62.0248	
367.020		66.6933	
367.000		62.0248	
366.980		31.3459	
366.960		41.3499	
366.940		58.0232	
366.920		63.3587	
366.900		49.3531	
366.880		60.6909	
366.860		41.3499	
366.840		56.6893	
366.820		31.3459	
366.800		23.3427	
366.780		24.0096	
366.760		18.6741	
366.740		34.6805	
366.720		34.0136	
366.700		41.3499	
366.680		38.0152	
366.660		48.0192	
366.640		60.6909	
366.620		54.6885	
366.600		40.6829	
366.580		36.0144	
366.560		22.0088	
366.540		22.0088	
366.520		30.0120	
366.500		33.3467	
366.480		15.3395	
366.460		24.6765	
366.440		32.0128	
366.420		32.0128	
366.400		17.3403	
366.380		19.3411	
366.360		19.3411	
366.340		27.3443	
366.320		24.0096	
366.300		20.0080	
366.280		20.6749	
366.260		10.0040	
366.240		10.0040	
366.220		25.3435	
366.200		14.0056	
366.180		17.3403	
366.160		10.6709	
366.140		2.66773	
366.120		14.0056	
366.100		6.00240	
366.080		16.6733	
366.060		15.3395	
366.040		25.3435	
366.020		36.6813	
366.000		52.6877	
365.980		22.6757	
365.960		26.0104	
365.940		54.0216	
365.920		32.0128	
365.900		14.6725	
365.880		18.6741	
365.860		9.33707	
365.840		15.3395	
365.820		14.6725	
365.800		13.3387	
365.780		15.3395	
365.760		18.6741	
365.740		30.0120	
365.720		40.0160	
365.700		12.6717	
365.680		30.6789	
365.660		31.3459	
365.640		13.3387	
365.620		10.0040	
365.600		12.0048	
365.580		14.6725	
365.560		17.3403	
365.540		24.0096	
365.520		18.6741	
365.500		16.6733	
365.480		8.67013	
365.460		10.6709	
365.440		10.6709	
365.420		26.0104	
365.400		11.3379	
365.380		16.6733	
365.360		14.0056	
365.340		13.3387	
365.320		22.0088	
365.300		20.6749	
365.280		17.3403	
365.260		9.33707	
365.240		9.33707	
365.220		13.3387	
365.200		11.3379	
365.180		17.3403	
365.160		18.0072	
365.140		20.0080	
365.120		21.3419	
365.100		26.6773	
365.080		13.3387	
365.060		0.000000	
365.040		13.3387	
365.020		24.0096	
365.000		31.3459	
364.980		18.0072	
364.960		0.000000	
364.940		20.0080	
364.920		16.6733	
364.900		12.0048	
364.880		22.6757	
364.860		16.6733	
364.840		8.00320	
364.820		16.6733	
364.800		13.3387	
364.780		4.00160	
364.760		9.33707	
364.740		16.6733	
364.720		21.3419	
364.700		18.6741	
364.680		20.0080	
364.660		22.6757	
364.640		12.6717	
364.620		30.6789	
364.600		17.3403	
364.580		18.6741	
364.560		10.6709	
364.540		20.6749	
364.520		10.6709	
364.500		13.3387	
364.480		13.3387	
364.460		13.3387	
364.440		17.3403	
364.420		22.0088	
364.400		14.0056	
364.380		13.3387	
364.360		26.6773	
364.340		22.6757	
364.320		7.33627	
364.300		14.6725	
364.280		8.67013	
364.260		3.33467	
364.240		18.6741	
364.220		17.3403	
364.200		0.666933	
364.180		3.33467	
364.160		8.67013	
364.140		11.3379	
364.120		22.6757	
364.100		26.0104	
364.080		14.0056	
364.060		15.3395	
364.040		34.0136	
364.020		24.0096	
364.000		10.0040	
363.980		24.0096	
363.960		22.6757	
363.940		13.3387	
363.920		31.3459	
363.900		15.3395	
363.880		18.6741	
363.860		14.6725	
363.840		6.66933	
363.820		9.33707	
363.800		16.0064	
363.780		12.0048	
363.760		16.0064	
363.740		10.6709	
363.720		18.0072	
363.700		11.3379	
363.680		10.0040	
363.660		16.0064	
363.640		18.0072	
