?
Axis	Energy	Elements=	1361

C:\Users\AG Wittstock\Documents\Iza\06_27.01.2017\PET_03\Polyanalyse.DATA\Survey_3.VGD





Binding Energy (E)	
eV		Counts / s
1069.00		53225.1	
1068.00		53936.7	
1067.00		53044.2	
1066.00		52730.3	
1065.00		52955.8	
1064.00		53005.6	
1063.00		52027.5	
1062.00		52163.3	
1061.00		52648.0	
1060.00		54705.6	
1059.00		53418.3	
1058.00		53040.4	
1057.00		54671.7	
1056.00		54428.1	
1055.00		53267.7	
1054.00		54293.4	
1053.00		52508.0	
1052.00		52508.6	
1051.00		53377.9	
1050.00		52811.6	
1049.00		53640.0	
1048.00		54888.2	
1047.00		54284.5	
1046.00		53140.0	
1045.00		54282.3	
1044.00		54182.9	
1043.00		54023.3	
1042.00		54454.8	
1041.00		54606.8	
1040.00		56778.9	
1039.00		55043.2	
1038.00		55348.8	
1037.00		54398.6	
1036.00		57602.0	
1035.00		56306.6	
1034.00		55116.1	
1033.00		54281.3	
1032.00		55004.0	
1031.00		54667.9	
1030.00		56269.3	
1029.00		55262.0	
1028.00		55630.3	
1027.00		56493.0	
1026.00		57011.8	
1025.00		56599.8	
1024.00		56543.4	
1023.00		54484.5	
1022.00		56094.4	
1021.00		58004.2	
1020.00		56589.8	
1019.00		57082.7	
1018.00		56262.7	
1017.00		55139.6	
1016.00		55247.8	
1015.00		57358.0	
1014.00		55997.0	
1013.00		57178.3	
1012.00		56798.2	
1011.00		55616.7	
1010.00		57293.4	
1009.00		58652.8	
1008.00		59280.9	
1007.00		59824.3	
1006.00		59622.1	
1005.00		61826.1	
1004.00		60188.8	
1003.00		59557.4	
1002.00		61031.9	
1001.00		60207.2	
1000.00		61573.1	
999.000		60598.6	
998.000		57612.2	
997.000		57589.4	
996.000		56990.2	
995.000		56244.2	
994.000		55299.4	
993.000		55490.4	
992.000		56249.6	
991.000		55894.8	
990.000		54606.2	
989.000		53035.9	
988.000		54944.4	
987.000		55061.4	
986.000		55071.3	
985.000		54904.0	
984.000		56442.6	
983.000		58255.0	
982.000		60188.8	
981.000		61971.3	
980.000		61190.0	
979.000		61708.4	
978.000		63383.3	
977.000		61902.2	
976.000		59574.1	
975.000		59151.4	
974.000		56636.7	
973.000		54828.5	
972.000		51867.1	
971.000		49716.1	
